"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:04:58,2242264","mspaint.exe","20252","CreateFile","C:\Users\trofi\AppData\Local\Microsoft\Windows\Explorer","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open For Free Space Query, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"15:04:58,2249159","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2249285","mspaint.exe","20252","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:04:58,2250079","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons","SUCCESS","Desired Access: Read"
"15:04:58,2250424","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Network","SUCCESS","Desired Access: Read"
"15:04:58,2251231","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\PolicyType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"15:04:58,2251521","mspaint.exe","20252","CreateFile","C:\Users\trofi\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db","SUCCESS","Desired Access: Generic Read/Write, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Disallow Exclusive, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:04:58,2251732","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\Behavior","SUCCESS","Type: REG_DWORD, Length: 4, Data: 298"
"15:04:58,2252436","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\MergeAlgorithm","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2253292","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\RegKeyPathRedirectMapped","NAME NOT FOUND","Length: 16"
"15:04:58,2253611","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\RegKeyPathRedirect","NAME NOT FOUND","Length: 12"
"15:04:58,2253678","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","REPARSE GLOBAL","Desired Access: Query Value"
"15:04:58,2253890","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\grouppolicyname","NAME NOT FOUND","Length: 12"
"15:04:58,2254312","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\ADMXMetadataUser","NAME NOT FOUND","Length: 12"
"15:04:58,2254850","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\ADMXMetadataDevice","NAME NOT FOUND","Length: 12"
"15:04:58,2255001","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","SUCCESS","Desired Access: Query Value"
"15:04:58,2255167","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\ADMXMetadataBoth","NAME NOT FOUND","Length: 12"
"15:04:58,2255893","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\A1Value","NAME NOT FOUND","Length: 12"
"15:04:58,2256062","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableLinkedConnections","NAME NOT FOUND","Length: 16"
"15:04:58,2256115","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\Value","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:04:58,2257501","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2258166","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons","SUCCESS","Desired Access: Read"
"15:04:58,2258923","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons\Behavior","SUCCESS","Type: REG_DWORD, Length: 4, Data: 298"
"15:04:58,2259737","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1","SUCCESS","Desired Access: Query Value"
"15:04:58,2260286","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"15:04:58,2260337","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\current\Device\DataProtection","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2261393","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1\Storage","NAME NOT FOUND","Desired Access: Query Value"
"15:04:58,2261616","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{6aaac7d3-190e-4243-90c8-c47ab84263ae}\","SUCCESS","Desired Access: Read"
"15:04:58,2263234","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2263240","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{6aaac7d3-190e-4243-90c8-c47ab84263ae}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2264436","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS","Desired Access: Read"
"15:04:58,2264778","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"15:04:58,2265843","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"15:04:58,2267145","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_classes\DelegateFolders","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2267771","mspaint.exe","20252","RegOpenKey","HKCR\DelegateFolders","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2268229","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"15:04:58,2268668","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"15:04:58,2270054","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_classes\DelegateFolders","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2270616","mspaint.exe","20252","RegOpenKey","HKCR\DelegateFolders","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2271056","mspaint.exe","20252","CreateFile","C:\Users\trofi\AppData\Local\Microsoft\Windows\Explorer","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open For Free Space Query, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"15:04:58,2272169","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"15:04:58,2273332","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#\Properties\{4d1ebee8-0803-4774-9842-b77db50265e9}\0004","SUCCESS","Desired Access: Query Value"
"15:04:58,2273813","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#\Properties\{4d1ebee8-0803-4774-9842-b77db50265e9}\0004\(Default)","SUCCESS","Type: <Unknown: 4294901777>, Length: 1"
"15:04:58,2273970","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_classes\DelegateFolders","NAME NOT FOUND","Desired Access: Maximum Allowed"
"15:04:58,2274670","mspaint.exe","20252","RegOpenKey","HKCR\DelegateFolders","NAME NOT FOUND","Desired Access: Maximum Allowed"
"15:04:58,2277069","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"15:04:58,2277292","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_classes\DelegateFolders","NAME NOT FOUND","Desired Access: Maximum Allowed"
"15:04:58,2277680","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#\Properties\{4d1ebee8-0803-4774-9842-b77db50265e9}\0002","SUCCESS","Desired Access: Query Value"
"15:04:58,2277904","mspaint.exe","20252","RegOpenKey","HKCR\DelegateFolders","NAME NOT FOUND","Desired Access: Maximum Allowed"
"15:04:58,2278320","mspaint.exe","20252","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#\Properties\{4d1ebee8-0803-4774-9842-b77db50265e9}\0002\(Default)","SUCCESS","Type: <Unknown: 4294901777>, Length: 1"
"15:04:58,2280091","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{088e3905-0323-4b02-9826-5d99428e115f}","SUCCESS","Desired Access: Query Value"
"15:04:58,2280607","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{088e3905-0323-4b02-9826-5d99428e115f}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2282363","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{1CF1260C-4DD0-4ebb-811F-33C572699FDE}","SUCCESS","Desired Access: Query Value"
"15:04:58,2282743","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{1CF1260C-4DD0-4ebb-811F-33C572699FDE}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2284793","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{24ad3ad4-a569-4530-98e1-ab02f9417aa8}","SUCCESS","Desired Access: Query Value"
"15:04:58,2285173","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{24ad3ad4-a569-4530-98e1-ab02f9417aa8}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2287064","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{374DE290-123F-4565-9164-39C4925E467B}","SUCCESS","Desired Access: Query Value"
"15:04:58,2287138","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2287370","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{374DE290-123F-4565-9164-39C4925E467B}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2288080","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Desired Access: Read"
"15:04:58,2289923","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{3ADD1653-EB32-4cb0-BBD7-DFA0ABB5ACCA}","SUCCESS","Desired Access: Query Value"
"15:04:58,2291066","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{3ADD1653-EB32-4cb0-BBD7-DFA0ABB5ACCA}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2293063","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{3dfdf296-dbec-4fb4-81d1-6a3438bcf4de}","SUCCESS","Desired Access: Query Value"
"15:04:58,2293521","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{3dfdf296-dbec-4fb4-81d1-6a3438bcf4de}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2294820","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\WCOSEnumerationBaselineAllowedlist","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2295554","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{A0953C92-50DC-43bf-BE83-3742FED03C9C}","SUCCESS","Desired Access: Query Value"
"15:04:58,2296271","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\AllowedEnumeration","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2296556","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{A0953C92-50DC-43bf-BE83-3742FED03C9C}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2297953","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\AllowedEnumeration","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2300131","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}","SUCCESS","Desired Access: Query Value"
"15:04:58,2300657","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2301219","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2302492","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Desired Access: Read"
"15:04:58,2302623","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}","SUCCESS","Desired Access: Query Value"
"15:04:58,2303433","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2305721","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{d3162b92-9365-467a-956b-92703aca08af}","SUCCESS","Desired Access: Query Value"
"15:04:58,2306268","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{d3162b92-9365-467a-956b-92703aca08af}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2308839","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{f86fa3ab-70d2-4fc7-9c99-fcbf05467f3a}","SUCCESS","Desired Access: Query Value"
"15:04:58,2309454","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{f86fa3ab-70d2-4fc7-9c99-fcbf05467f3a}\HiddenByDefault","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2309614","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"15:04:58,2311239","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{6aaac7d3-190e-4243-90c8-c47ab84263ae}\","SUCCESS","Desired Access: Read"
"15:04:58,2312259","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{6aaac7d3-190e-4243-90c8-c47ab84263ae}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2313633","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2313823","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2314000","mspaint.exe","20252","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"15:04:58,2314906","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Desired Access: Read"
"15:04:58,2314985","mspaint.exe","20252","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders","REPARSE GLOBAL","Desired Access: Read"
"15:04:58,2315744","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders","SUCCESS","Desired Access: Read"
"15:04:58,2317266","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{289AF617-1CC3-42A6-926C-E6A863F0E3BA}","SUCCESS","Desired Access: Query Value"
"15:04:58,2319597","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{289AF617-1CC3-42A6-926C-E6A863F0E3BA}\HiddenByDefault","NAME NOT FOUND","Length: 16"
"15:04:58,2321060","mspaint.exe","20252","CreateFile","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2026.11080.24002.0_x64__8wekyb3d8bbwe\Assets\Retail\PhotosLogoExtensions.targetsize-256.png","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Disallow Exclusive, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:04:58,2321953","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"15:04:58,2322231","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{35786D3C-B075-49b9-88DD-029876E11C01}","SUCCESS","Desired Access: Query Value"
"15:04:58,2323456","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{35786D3C-B075-49b9-88DD-029876E11C01}\HiddenByDefault","NAME NOT FOUND","Length: 16"
"15:04:58,2324475","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{6aaac7d3-190e-4243-90c8-c47ab84263ae}\","SUCCESS","Desired Access: Read"
"15:04:58,2326142","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{9113A02D-00A3-46B9-BC5F-9C04DADDD5D7}","SUCCESS","Desired Access: Query Value"
"15:04:58,2326442","mspaint.exe","20252","RegQueryValue","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{6aaac7d3-190e-4243-90c8-c47ab84263ae}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:04:58,2326671","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{9113A02D-00A3-46B9-BC5F-9C04DADDD5D7}\HiddenByDefault","NAME NOT FOUND","Length: 16"
"15:04:58,2328937","mspaint.exe","20252","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{b155bdf8-02f0-451e-9a26-ae317cfd7779}","SUCCESS","Desired Access: Query Value"
"15:04:58,2329876","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"15:04:58,2329994","mspaint.exe","20252","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders\{b155bdf8-02f0-451e-9a26-ae317cfd7779}\HiddenByDefault","NAME NOT FOUND","Length: 16"
"15:04:58,2330694","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"15:04:58,2332266","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\DelegateFolders","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2333152","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"15:04:58,2333894","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"15:04:58,2333930","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1","SUCCESS","Desired Access: Query Value"
"15:04:58,2335590","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1\MyComputer\NameSpace","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2336882","mspaint.exe","20252","RegOpenKey","\REGISTRY\WC\Silo45933c16-a2c3-cbb9-89d8-1a186d576ba6user_sid\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1\MyComputer\NameSpace\DelegateFolders","NAME NOT FOUND","Desired Access: Read"
"15:04:58,2336907","mspaint.exe","20252","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\##?#STORAGE#Volume#{398eac73-776f-11f1-a158-806e6f6e6963}#0000000001000000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\#","SUCCESS","Desired Access: Query Value, Maximum Allowed"
